policy,dataset,backbone,variant,split,selected_depth,test_metric,metric_name
mean_validation,roman-empire,GT,ENS,4,5,0.8941051363945007,acc
mean_validation,roman-empire,GT,ENS,5,5,0.8956936001777649,acc
mean_validation,roman-empire,GT,ENS,6,5,0.893399178981781,acc
mean_validation,roman-empire,GT,ENS,7,5,0.8813977837562561,acc
mean_validation,roman-empire,GT,ENS,8,5,0.8877514600753784,acc
mean_validation,roman-empire,GT,ENS,9,5,0.8866925239562988,acc
split0_validation,roman-empire,GT,ENS,0,5,0.8859865665435791,acc
split0_validation,roman-empire,GT,ENS,1,5,0.8944581747055054,acc
split0_validation,roman-empire,GT,ENS,2,5,0.8914577960968018,acc
split0_validation,roman-empire,GT,ENS,3,5,0.8900458812713623,acc
split0_validation,roman-empire,GT,ENS,4,5,0.8941051363945007,acc
split0_validation,roman-empire,GT,ENS,5,5,0.8956936001777649,acc
split0_validation,roman-empire,GT,ENS,6,5,0.893399178981781,acc
split0_validation,roman-empire,GT,ENS,7,5,0.8813977837562561,acc
split0_validation,roman-empire,GT,ENS,8,5,0.8877514600753784,acc
split0_validation,roman-empire,GT,ENS,9,5,0.8866925239562988,acc
per_split_validation,roman-empire,GT-sep,ENS,0,5,0.8773384690284729,acc
per_split_validation,roman-empire,GT-sep,ENS,1,5,0.8879279494285583,acc
per_split_validation,roman-empire,GT-sep,ENS,2,5,0.8858100771903992,acc
per_split_validation,roman-empire,GT-sep,ENS,3,5,0.881574273109436,acc
per_split_validation,roman-empire,GT-sep,ENS,4,5,0.8836921453475952,acc
per_split_validation,roman-empire,GT-sep,ENS,5,5,0.8873984813690186,acc
per_split_validation,roman-empire,GT-sep,ENS,6,5,0.8810448050498962,acc
per_split_validation,roman-empire,GT-sep,ENS,7,5,0.8780444264411926,acc
per_split_validation,roman-empire,GT-sep,ENS,8,5,0.8778679370880127,acc
per_split_validation,roman-empire,GT-sep,ENS,9,5,0.8801623582839966,acc
mean_validation,roman-empire,GT-sep,ENS,0,5,0.8773384690284729,acc
mean_validation,roman-empire,GT-sep,ENS,1,5,0.8879279494285583,acc
mean_validation,roman-empire,GT-sep,ENS,2,5,0.8858100771903992,acc
mean_validation,roman-empire,GT-sep,ENS,3,5,0.881574273109436,acc
mean_validation,roman-empire,GT-sep,ENS,4,5,0.8836921453475952,acc
mean_validation,roman-empire,GT-sep,ENS,5,5,0.8873984813690186,acc
mean_validation,roman-empire,GT-sep,ENS,6,5,0.8810448050498962,acc
mean_validation,roman-empire,GT-sep,ENS,7,5,0.8780444264411926,acc
mean_validation,roman-empire,GT-sep,ENS,8,5,0.8778679370880127,acc
mean_validation,roman-empire,GT-sep,ENS,9,5,0.8801623582839966,acc
split0_validation,roman-empire,GT-sep,ENS,0,5,0.8773384690284729,acc
split0_validation,roman-empire,GT-sep,ENS,1,5,0.8879279494285583,acc
split0_validation,roman-empire,GT-sep,ENS,2,5,0.8858100771903992,acc
split0_validation,roman-empire,GT-sep,ENS,3,5,0.881574273109436,acc
split0_validation,roman-empire,GT-sep,ENS,4,5,0.8836921453475952,acc
split0_validation,roman-empire,GT-sep,ENS,5,5,0.8873984813690186,acc
split0_validation,roman-empire,GT-sep,ENS,6,5,0.8810448050498962,acc
split0_validation,roman-empire,GT-sep,ENS,7,5,0.8780444264411926,acc
split0_validation,roman-empire,GT-sep,ENS,8,5,0.8778679370880127,acc
split0_validation,roman-empire,GT-sep,ENS,9,5,0.8801623582839966,acc
per_split_validation,roman-empire,ResNet,ENS,0,2,0.6583127379417419,acc
per_split_validation,roman-empire,ResNet,ENS,1,1,0.6673137545585632,acc
per_split_validation,roman-empire,ResNet,ENS,2,2,0.6616660356521606,acc
per_split_validation,roman-empire,ResNet,ENS,3,4,0.6660783290863037,acc
per_split_validation,roman-empire,ResNet,ENS,4,2,0.6604306101799011,acc
per_split_validation,roman-empire,ResNet,ENS,5,2,0.6659018397331238,acc
per_split_validation,roman-empire,ResNet,ENS,6,1,0.6576067805290222,acc
per_split_validation,roman-empire,ResNet,ENS,7,1,0.6621955037117004,acc
per_split_validation,roman-empire,ResNet,ENS,8,4,0.6660783290863037,acc
per_split_validation,roman-empire,ResNet,ENS,9,1,0.6507235765457153,acc
mean_validation,roman-empire,ResNet,ENS,0,2,0.6583127379417419,acc
mean_validation,roman-empire,ResNet,ENS,1,2,0.6667842864990234,acc
mean_validation,roman-empire,ResNet,ENS,2,2,0.6616660356521606,acc
mean_validation,roman-empire,ResNet,ENS,3,2,0.6644899249076843,acc
mean_validation,roman-empire,ResNet,ENS,4,2,0.6604306101799011,acc
mean_validation,roman-empire,ResNet,ENS,5,2,0.6659018397331238,acc
mean_validation,roman-empire,ResNet,ENS,6,2,0.6574302911758423,acc
mean_validation,roman-empire,ResNet,ENS,7,2,0.6646664142608643,acc
mean_validation,roman-empire,ResNet,ENS,8,2,0.6657253503799438,acc
mean_validation,roman-empire,ResNet,ENS,9,2,0.6496646404266357,acc
split0_validation,roman-empire,ResNet,ENS,0,2,0.6583127379417419,acc
split0_validation,roman-empire,ResNet,ENS,1,2,0.6667842864990234,acc
split0_validation,roman-empire,ResNet,ENS,2,2,0.6616660356521606,acc
split0_validation,roman-empire,ResNet,ENS,3,2,0.6644899249076843,acc
split0_validation,roman-empire,ResNet,ENS,4,2,0.6604306101799011,acc
split0_validation,roman-empire,ResNet,ENS,5,2,0.6659018397331238,acc
split0_validation,roman-empire,ResNet,ENS,6,2,0.6574302911758423,acc
split0_validation,roman-empire,ResNet,ENS,7,2,0.6646664142608643,acc
split0_validation,roman-empire,ResNet,ENS,8,2,0.6657253503799438,acc
split0_validation,roman-empire,ResNet,ENS,9,2,0.6496646404266357,acc
per_split_validation,roman-empire,TAG,ENS,0,5,0.8775149583816528,acc
per_split_validation,roman-empire,TAG,ENS,1,5,0.8932226896286011,acc
per_split_validation,roman-empire,TAG,ENS,2,5,0.8859865665435791,acc
per_split_validation,roman-empire,TAG,ENS,3,5,0.876985490322113,acc
per_split_validation,roman-empire,TAG,ENS,4,5,0.8801623582839966,acc
per_split_validation,roman-empire,TAG,ENS,5,5,0.8937521576881409,acc
per_split_validation,roman-empire,TAG,ENS,6,5,0.8852806091308594,acc
per_split_validation,roman-empire,TAG,ENS,7,4,0.8776914477348328,acc
per_split_validation,roman-empire,TAG,ENS,8,5,0.8783974051475525,acc
per_split_validation,roman-empire,TAG,ENS,9,4,0.8843981623649597,acc
mean_validation,roman-empire,TAG,ENS,0,5,0.8775149583816528,acc
mean_validation,roman-empire,TAG,ENS,1,5,0.8932226896286011,acc
mean_validation,roman-empire,TAG,ENS,2,5,0.8859865665435791,acc
mean_validation,roman-empire,TAG,ENS,3,5,0.876985490322113,acc
mean_validation,roman-empire,TAG,ENS,4,5,0.8801623582839966,acc
mean_validation,roman-empire,TAG,ENS,5,5,0.8937521576881409,acc
mean_validation,roman-empire,TAG,ENS,6,5,0.8852806091308594,acc
mean_validation,roman-empire,TAG,ENS,7,5,0.8746911287307739,acc
mean_validation,roman-empire,TAG,ENS,8,5,0.8783974051475525,acc
mean_validation,roman-empire,TAG,ENS,9,5,0.8828096985816956,acc
split0_validation,roman-empire,TAG,ENS,0,5,0.8775149583816528,acc
split0_validation,roman-empire,TAG,ENS,1,5,0.8932226896286011,acc
split0_validation,roman-empire,TAG,ENS,2,5,0.8859865665435791,acc
split0_validation,roman-empire,TAG,ENS,3,5,0.876985490322113,acc
split0_validation,roman-empire,TAG,ENS,4,5,0.8801623582839966,acc
split0_validation,roman-empire,TAG,ENS,5,5,0.8937521576881409,acc
split0_validation,roman-empire,TAG,ENS,6,5,0.8852806091308594,acc
split0_validation,roman-empire,TAG,ENS,7,5,0.8746911287307739,acc
split0_validation,roman-empire,TAG,ENS,8,5,0.8783974051475525,acc
split0_validation,roman-empire,TAG,ENS,9,5,0.8828096985816956,acc
per_split_validation,roman-empire,GCN,GNNM,0,5,0.7728555798530579,acc
per_split_validation,roman-empire,GCN,GNNM,1,4,0.7717966437339783,acc
per_split_validation,roman-empire,GCN,GNNM,2,5,0.7797387838363647,acc
per_split_validation,roman-empire,GCN,GNNM,3,5,0.7728555798530579,acc
per_split_validation,roman-empire,GCN,GNNM,4,5,0.7820331454277039,acc
per_split_validation,roman-empire,GCN,GNNM,5,4,0.7822096347808838,acc
per_split_validation,roman-empire,GCN,GNNM,6,4,0.7679138779640198,acc
per_split_validation,roman-empire,GCN,GNNM,7,5,0.7859159708023071,acc
per_split_validation,roman-empire,GCN,GNNM,8,5,0.7786798477172852,acc
per_split_validation,roman-empire,GCN,GNNM,9,5,0.7799152731895447,acc
mean_validation,roman-empire,GCN,GNNM,0,5,0.7728555798530579,acc
mean_validation,roman-empire,GCN,GNNM,1,5,0.7689728140830994,acc
mean_validation,roman-empire,GCN,GNNM,2,5,0.7797387838363647,acc
mean_validation,roman-empire,GCN,GNNM,3,5,0.7728555798530579,acc
mean_validation,roman-empire,GCN,GNNM,4,5,0.7820331454277039,acc
mean_validation,roman-empire,GCN,GNNM,5,5,0.7823861241340637,acc
mean_validation,roman-empire,GCN,GNNM,6,5,0.7504411935806274,acc
mean_validation,roman-empire,GCN,GNNM,7,5,0.7859159708023071,acc
mean_validation,roman-empire,GCN,GNNM,8,5,0.7786798477172852,acc
mean_validation,roman-empire,GCN,GNNM,9,5,0.7799152731895447,acc
split0_validation,roman-empire,GCN,GNNM,0,5,0.7728555798530579,acc
split0_validation,roman-empire,GCN,GNNM,1,5,0.7689728140830994,acc
split0_validation,roman-empire,GCN,GNNM,2,5,0.7797387838363647,acc
split0_validation,roman-empire,GCN,GNNM,3,5,0.7728555798530579,acc
split0_validation,roman-empire,GCN,GNNM,4,5,0.7820331454277039,acc
split0_validation,roman-empire,GCN,GNNM,5,5,0.7823861241340637,acc
split0_validation,roman-empire,GCN,GNNM,6,5,0.7504411935806274,acc
split0_validation,roman-empire,GCN,GNNM,7,5,0.7859159708023071,acc
split0_validation,roman-empire,GCN,GNNM,8,5,0.7786798477172852,acc
split0_validation,roman-empire,GCN,GNNM,9,5,0.7799152731895447,acc
per_split_validation,roman-empire,SAGE,GNNM,0,5,0.899929404258728,acc
per_split_validation,roman-empire,SAGE,GNNM,1,5,0.9094598889350891,acc
per_split_validation,roman-empire,SAGE,GNNM,2,5,0.897987961769104,acc
per_split_validation,roman-empire,SAGE,GNNM,3,5,0.897987961769104,acc
per_split_validation,roman-empire,SAGE,GNNM,4,5,0.9011648297309875,acc
per_split_validation,roman-empire,SAGE,GNNM,5,5,0.9085774421691895,acc
per_split_validation,roman-empire,SAGE,GNNM,6,5,0.8958700895309448,acc
per_split_validation,roman-empire,SAGE,GNNM,7,5,0.8971055150032043,acc
per_split_validation,roman-empire,SAGE,GNNM,8,5,0.9002823829650879,acc
per_split_validation,roman-empire,SAGE,GNNM,9,4,0.8956936001777649,acc
mean_validation,roman-empire,SAGE,GNNM,0,5,0.899929404258728,acc
mean_validation,roman-empire,SAGE,GNNM,1,5,0.9094598889350891,acc
mean_validation,roman-empire,SAGE,GNNM,2,5,0.897987961769104,acc
mean_validation,roman-empire,SAGE,GNNM,3,5,0.897987961769104,acc
mean_validation,roman-empire,SAGE,GNNM,4,5,0.9011648297309875,acc
mean_validation,roman-empire,SAGE,GNNM,5,5,0.9085774421691895,acc
mean_validation,roman-empire,SAGE,GNNM,6,5,0.8958700895309448,acc
mean_validation,roman-empire,SAGE,GNNM,7,5,0.8971055150032043,acc
mean_validation,roman-empire,SAGE,GNNM,8,5,0.9002823829650879,acc
mean_validation,roman-empire,SAGE,GNNM,9,5,0.8923402428627014,acc
split0_validation,roman-empire,SAGE,GNNM,0,5,0.899929404258728,acc
split0_validation,roman-empire,SAGE,GNNM,1,5,0.9094598889350891,acc
split0_validation,roman-empire,SAGE,GNNM,2,5,0.897987961769104,acc
split0_validation,roman-empire,SAGE,GNNM,3,5,0.897987961769104,acc
split0_validation,roman-empire,SAGE,GNNM,4,5,0.9011648297309875,acc
split0_validation,roman-empire,SAGE,GNNM,5,5,0.9085774421691895,acc
split0_validation,roman-empire,SAGE,GNNM,6,5,0.8958700895309448,acc
split0_validation,roman-empire,SAGE,GNNM,7,5,0.8971055150032043,acc
split0_validation,roman-empire,SAGE,GNNM,8,5,0.9002823829650879,acc
split0_validation,roman-empire,SAGE,GNNM,9,5,0.8923402428627014,acc
per_split_validation,roman-empire,GAT,GNNM,0,5,0.8266854882240295,acc
per_split_validation,roman-empire,GAT,GNNM,1,5,0.8254500031471252,acc
per_split_validation,roman-empire,GAT,GNNM,2,4,0.8261560201644897,acc
per_split_validation,roman-empire,GAT,GNNM,3,4,0.8261560201644897,acc
per_split_validation,roman-empire,GAT,GNNM,4,4,0.8319802284240723,acc
per_split_validation,roman-empire,GAT,GNNM,5,5,0.8303917646408081,acc
per_split_validation,roman-empire,GAT,GNNM,6,4,0.8187433481216431,acc
per_split_validation,roman-empire,GAT,GNNM,7,5,0.837274968624115,acc
per_split_validation,roman-empire,GAT,GNNM,8,5,0.8238615989685059,acc
per_split_validation,roman-empire,GAT,GNNM,9,4,0.8243910670280457,acc
mean_validation,roman-empire,GAT,GNNM,0,5,0.8266854882240295,acc
mean_validation,roman-empire,GAT,GNNM,1,5,0.8254500031471252,acc
mean_validation,roman-empire,GAT,GNNM,2,5,0.8229791522026062,acc
mean_validation,roman-empire,GAT,GNNM,3,5,0.8300387859344482,acc
mean_validation,roman-empire,GAT,GNNM,4,5,0.8273914456367493,acc
mean_validation,roman-empire,GAT,GNNM,5,5,0.8303917646408081,acc
mean_validation,roman-empire,GAT,GNNM,6,5,0.8261560201644897,acc
mean_validation,roman-empire,GAT,GNNM,7,5,0.837274968624115,acc
mean_validation,roman-empire,GAT,GNNM,8,5,0.8238615989685059,acc
mean_validation,roman-empire,GAT,GNNM,9,5,0.8247440457344055,acc
split0_validation,roman-empire,GAT,GNNM,0,5,0.8266854882240295,acc
split0_validation,roman-empire,GAT,GNNM,1,5,0.8254500031471252,acc
split0_validation,roman-empire,GAT,GNNM,2,5,0.8229791522026062,acc
split0_validation,roman-empire,GAT,GNNM,3,5,0.8300387859344482,acc
split0_validation,roman-empire,GAT,GNNM,4,5,0.8273914456367493,acc
split0_validation,roman-empire,GAT,GNNM,5,5,0.8303917646408081,acc
split0_validation,roman-empire,GAT,GNNM,6,5,0.8261560201644897,acc
split0_validation,roman-empire,GAT,GNNM,7,5,0.837274968624115,acc
split0_validation,roman-empire,GAT,GNNM,8,5,0.8238615989685059,acc
split0_validation,roman-empire,GAT,GNNM,9,5,0.8247440457344055,acc
per_split_validation,roman-empire,GAT-sep,GNNM,0,4,0.9085774421691895,acc
per_split_validation,roman-empire,GAT-sep,GNNM,1,5,0.9131662249565125,acc
per_split_validation,roman-empire,GAT-sep,GNNM,2,5,0.9105188846588135,acc
per_split_validation,roman-empire,GAT-sep,GNNM,3,4,0.9105188846588135,acc
per_split_validation,roman-empire,GAT-sep,GNNM,4,5,0.914401650428772,acc
per_split_validation,roman-empire,GAT-sep,GNNM,5,5,0.9182844758033752,acc
per_split_validation,roman-empire,GAT-sep,GNNM,6,5,0.9122837781906128,acc
per_split_validation,roman-empire,GAT-sep,GNNM,7,4,0.9068125486373901,acc
per_split_validation,roman-empire,GAT-sep,GNNM,8,5,0.9092833995819092,acc
per_split_validation,roman-empire,GAT-sep,GNNM,9,5,0.9151076078414917,acc
mean_validation,roman-empire,GAT-sep,GNNM,0,5,0.9016942977905273,acc
mean_validation,roman-empire,GAT-sep,GNNM,1,5,0.9131662249565125,acc
mean_validation,roman-empire,GAT-sep,GNNM,2,5,0.9105188846588135,acc
mean_validation,roman-empire,GAT-sep,GNNM,3,5,0.9106953740119934,acc
mean_validation,roman-empire,GAT-sep,GNNM,4,5,0.914401650428772,acc
mean_validation,roman-empire,GAT-sep,GNNM,5,5,0.9182844758033752,acc
mean_validation,roman-empire,GAT-sep,GNNM,6,5,0.9122837781906128,acc
mean_validation,roman-empire,GAT-sep,GNNM,7,5,0.9066360592842102,acc
mean_validation,roman-empire,GAT-sep,GNNM,8,5,0.9092833995819092,acc
mean_validation,roman-empire,GAT-sep,GNNM,9,5,0.9151076078414917,acc
split0_validation,roman-empire,GAT-sep,GNNM,0,4,0.9085774421691895,acc
split0_validation,roman-empire,GAT-sep,GNNM,1,4,0.9126367568969727,acc
split0_validation,roman-empire,GAT-sep,GNNM,2,4,0.9061065912246704,acc
split0_validation,roman-empire,GAT-sep,GNNM,3,4,0.9105188846588135,acc
split0_validation,roman-empire,GAT-sep,GNNM,4,4,0.9099893569946289,acc
split0_validation,roman-empire,GAT-sep,GNNM,5,4,0.9114013314247131,acc
split0_validation,roman-empire,GAT-sep,GNNM,6,4,0.9064595699310303,acc
split0_validation,roman-empire,GAT-sep,GNNM,7,4,0.9068125486373901,acc
split0_validation,roman-empire,GAT-sep,GNNM,8,4,0.9094598889350891,acc
split0_validation,roman-empire,GAT-sep,GNNM,9,4,0.9068125486373901,acc
per_split_validation,roman-empire,GT,GNNM,0,5,0.9015178084373474,acc
per_split_validation,roman-empire,GT,GNNM,1,5,0.9050476551055908,acc
per_split_validation,roman-empire,GT,GNNM,2,5,0.9011648297309875,acc
per_split_validation,roman-empire,GT,GNNM,3,5,0.9009883403778076,acc
per_split_validation,roman-empire,GT,GNNM,4,5,0.9048711061477661,acc
per_split_validation,roman-empire,GT,GNNM,5,5,0.9057536125183105,acc
per_split_validation,roman-empire,GT,GNNM,6,5,0.8997529149055481,acc
per_split_validation,roman-empire,GT,GNNM,7,4,0.8958700895309448,acc
per_split_validation,roman-empire,GT,GNNM,8,5,0.9043416380882263,acc
per_split_validation,roman-empire,GT,GNNM,9,5,0.9059301018714905,acc
mean_validation,roman-empire,GT,GNNM,0,5,0.9015178084373474,acc
mean_validation,roman-empire,GT,GNNM,1,5,0.9050476551055908,acc
mean_validation,roman-empire,GT,GNNM,2,5,0.9011648297309875,acc
mean_validation,roman-empire,GT,GNNM,3,5,0.9009883403778076,acc
mean_validation,roman-empire,GT,GNNM,4,5,0.9048711061477661,acc
mean_validation,roman-empire,GT,GNNM,5,5,0.9057536125183105,acc
mean_validation,roman-empire,GT,GNNM,6,5,0.8997529149055481,acc
mean_validation,roman-empire,GT,GNNM,7,5,0.899929404258728,acc
mean_validation,roman-empire,GT,GNNM,8,5,0.9043416380882263,acc
mean_validation,roman-empire,GT,GNNM,9,5,0.9059301018714905,acc
split0_validation,roman-empire,GT,GNNM,0,5,0.9015178084373474,acc
split0_validation,roman-empire,GT,GNNM,1,5,0.9050476551055908,acc
split0_validation,roman-empire,GT,GNNM,2,5,0.9011648297309875,acc
split0_validation,roman-empire,GT,GNNM,3,5,0.9009883403778076,acc
split0_validation,roman-empire,GT,GNNM,4,5,0.9048711061477661,acc
split0_validation,roman-empire,GT,GNNM,5,5,0.9057536125183105,acc
split0_validation,roman-empire,GT,GNNM,6,5,0.8997529149055481,acc
split0_validation,roman-empire,GT,GNNM,7,5,0.899929404258728,acc
split0_validation,roman-empire,GT,GNNM,8,5,0.9043416380882263,acc
split0_validation,roman-empire,GT,GNNM,9,5,0.9059301018714905,acc
per_split_validation,roman-empire,GT-sep,GNNM,0,5,0.8983409404754639,acc
per_split_validation,roman-empire,GT-sep,GNNM,1,5,0.8981644511222839,acc
per_split_validation,roman-empire,GT-sep,GNNM,2,5,0.9016942977905273,acc
per_split_validation,roman-empire,GT-sep,GNNM,3,5,0.8948111534118652,acc
per_split_validation,roman-empire,GT-sep,GNNM,4,5,0.9004588723182678,acc
per_split_validation,roman-empire,GT-sep,GNNM,5,5,0.8983409404754639,acc
per_split_validation,roman-empire,GT-sep,GNNM,6,4,0.8868690133094788,acc
per_split_validation,roman-empire,GT-sep,GNNM,7,5,0.8983409404754639,acc
per_split_validation,roman-empire,GT-sep,GNNM,8,5,0.9039886593818665,acc
per_split_validation,roman-empire,GT-sep,GNNM,9,5,0.9002823829650879,acc
mean_validation,roman-empire,GT-sep,GNNM,0,5,0.8983409404754639,acc
mean_validation,roman-empire,GT-sep,GNNM,1,5,0.8981644511222839,acc
mean_validation,roman-empire,GT-sep,GNNM,2,5,0.9016942977905273,acc
mean_validation,roman-empire,GT-sep,GNNM,3,5,0.8948111534118652,acc
mean_validation,roman-empire,GT-sep,GNNM,4,5,0.9004588723182678,acc
mean_validation,roman-empire,GT-sep,GNNM,5,5,0.8983409404754639,acc
mean_validation,roman-empire,GT-sep,GNNM,6,5,0.8881044387817383,acc
mean_validation,roman-empire,GT-sep,GNNM,7,5,0.8983409404754639,acc
mean_validation,roman-empire,GT-sep,GNNM,8,5,0.9039886593818665,acc
mean_validation,roman-empire,GT-sep,GNNM,9,5,0.9002823829650879,acc
split0_validation,roman-empire,GT-sep,GNNM,0,5,0.8983409404754639,acc
