dataset,model,num_layers,split,best_step,train_acc,val_acc,test_acc,test_loss,test_f1_macro,test_f1_weighted,test_prec_macro,test_rec_macro,test_roc_auc
amazon-ratings,SAGE,2,9,986,0.9937122464179993,0.5201698541641235,0.5265392661094666,2.586560010910034,0.47227799904731443,0.523193834945759,0.4913753400485259,0.4608869751474181,
amazon-ratings,SAGE,3,0,944,0.9752572178840637,0.5249060988426208,0.5271925330162048,2.3209047317504883,0.4782035321182341,0.5243291770567936,0.490031528247972,0.47075949859856037,
amazon-ratings,SAGE,3,1,999,0.9911807775497437,0.5363383889198303,0.5394414663314819,2.584786891937256,0.4930336445695039,0.5354040156113545,0.5186883010091974,0.47891409263497736,
amazon-ratings,SAGE,3,3,994,0.978278636932373,0.5324187278747559,0.5267025828361511,2.4478864669799805,0.46565364164241724,0.5206178258331168,0.4910201788851323,0.4540856789061924,
amazon-ratings,SAGE,3,2,988,0.9772986769676208,0.5283357501029968,0.5204964876174927,2.424036741256714,0.45897472174634446,0.5162692728287781,0.4746452586657567,0.45121560848884623,
amazon-ratings,SAGE,3,4,960,0.9798301458358765,0.5361750721931458,0.52523273229599,2.430952787399292,0.4636507228922331,0.5197876598906921,0.48825613609997565,0.4518933561930772,
amazon-ratings,SAGE,3,5,955,0.9848930239677429,0.5299689769744873,0.5306222438812256,2.530158519744873,0.47309758593888906,0.5266759554340513,0.4921946506838628,0.4613805603708469,
amazon-ratings,SAGE,3,7,986,0.9764004349708557,0.5260493159294128,0.524089515209198,2.3670461177825928,0.4654775288621059,0.5194332799009647,0.4883901104375634,0.45244424842177305,
amazon-ratings,SAGE,3,6,989,0.9821165800094604,0.5343785881996155,0.531602144241333,2.4732248783111572,0.47834973175284395,0.5266182155834991,0.5030407986109892,0.46370777571859356,
amazon-ratings,SAGE,3,8,987,0.9816266298294067,0.5298056602478027,0.5133104920387268,2.5324018001556396,0.45669231335694904,0.5073817937272433,0.4843575603459507,0.44444774024729794,
amazon-ratings,SAGE,3,9,980,0.9759921431541443,0.5284990668296814,0.5255593657493591,2.412480354309082,0.46720695014629665,0.5223741334705811,0.48276626471043904,0.4603401898533709,
amazon-ratings,SAGE,4,0,941,0.9493712186813354,0.5235995650291443,0.5224562883377075,2.1557698249816895,0.4712724142903969,0.5181496256077377,0.48643896598778047,0.4626006284239785,
amazon-ratings,SAGE,4,1,955,0.9663563370704651,0.5298056602478027,0.5306222438812256,2.2432785034179688,0.47781114224115323,0.5261694780472461,0.49713957461758324,0.46739525150465705,
amazon-ratings,SAGE,4,2,999,0.9613751173019409,0.5278457999229431,0.52523273229599,2.3927788734436035,0.45948085286976,0.5211534680717179,0.4741537198466892,0.45435254816425774,
amazon-ratings,SAGE,4,3,977,0.9430834650993347,0.5324187278747559,0.5208231210708618,2.1621181964874268,0.46107373024724563,0.5163918791696114,0.47453228818226983,0.45410210629262837,
amazon-ratings,SAGE,4,4,954,0.9639882445335388,0.5270292162895203,0.5218030214309692,2.2581121921539307,0.4526165478874094,0.5168343023974422,0.46677905927565533,0.44659227854264916,
amazon-ratings,SAGE,4,5,970,0.9657030701637268,0.5262126326560974,0.52523273229599,2.336493968963623,0.46800626906196446,0.522639736400084,0.4744000764662756,0.4649772928538872,
amazon-ratings,SAGE,4,7,967,0.9571288228034973,0.5278457999229431,0.5226196050643921,2.13622784614563,0.4671420175191865,0.5196190666387631,0.48112017156611475,0.4584100133829828,
amazon-ratings,SAGE,4,6,955,0.9599052667617798,0.5338886380195618,0.5332353115081787,2.2976577281951904,0.47087475829855024,0.5275912514461096,0.4905811328109266,0.46052965488609204,
amazon-ratings,SAGE,4,8,1000,0.9688878059387207,0.5265392661094666,0.5191899538040161,2.435641050338745,0.4586092839405341,0.514273490941142,0.475031489130113,0.4505151541090169,
amazon-ratings,SAGE,4,9,979,0.969541072845459,0.5247427821159363,0.5249060988426208,2.3208272457122803,0.47173982826155736,0.5221216413247226,0.4897988011805123,0.4610505356062854,
amazon-ratings,SAGE,5,0,972,0.9507594108581543,0.5154336094856262,0.5221296548843384,2.1799004077911377,0.4687663796517151,0.5189678688197703,0.4752931193962512,0.4706644528902687,
amazon-ratings,SAGE,5,1,988,0.9589253664016724,0.5302956104278564,0.5307855606079102,2.2047410011291504,0.48157967320631584,0.5270545052701611,0.49903363299937664,0.47114617575915574,
amazon-ratings,SAGE,5,2,960,0.9287930727005005,0.5278457999229431,0.5183733701705933,2.1756529808044434,0.45095406885602196,0.512002867181653,0.47976854772301564,0.4380959339360987,
amazon-ratings,SAGE,5,3,979,0.9380205869674683,0.5307855606079102,0.521149754524231,2.162432909011841,0.4570078195265944,0.515041817297567,0.4730065975632426,0.4497820153623183,
amazon-ratings,SAGE,5,4,900,0.9257716536521912,0.5244161486625671,0.5193532705307007,2.012603521347046,0.4508285132076314,0.5153078232052729,0.4617024272951749,0.44920399655171767,
amazon-ratings,SAGE,5,5,986,0.954189121723175,0.5191899538040161,0.5284990668296814,2.2425696849823,0.47242923165920186,0.5242944694069687,0.49072044927037045,0.46143641381209377,
